Uctio CTIO_U.dat 14.0013457245 CTIO 0.9 m U band
Bctio CTIO_B.dat 15.3235023639 CTIO 0.9 m B band
Vctio CTIO_V.dat 15.0161904184 CTIO 0.9 m V band
Rctio CTIO_R.dat 15.0918341196 CTIO 0.9 m R band
Ictio CTIO_I.dat 14.3499170964 CTIO 0.9 m I band
