gDEC g.dat AB Sloan g on DECam on 4m Blanco Telescope
rDEC r.dat AB Sloan g on DECam on 4m Blanco Telescope
iDEC i.dat AB Sloan g on DECam on 4m Blanco Telescope
zDEC z.dat AB Sloan g on DECam on 4m Blanco Telescope
YDEC Y.dat AB NIR Y on DECam on 4m Blanco Telescope
