3800.000000	0.096000
3810.000000	0.099000
3820.000000	0.103000
3830.000000	0.106000
3840.000000	0.110000
3850.000000	0.113000
3860.000000	0.117000
3870.000000	0.121000
3880.000000	0.125000
3890.000000	0.129000
3900.000000	0.133000
3910.000000	0.137000
3920.000000	0.142000
3930.000000	0.146000
3940.000000	0.151000
3950.000000	0.156000
3960.000000	0.161000
3970.000000	0.166000
3980.000000	0.171000
3990.000000	0.176000
4000.000000	0.182000
4010.000000	0.188000
4020.000000	0.194000
4030.000000	0.199000
4040.000000	0.205000
4050.000000	0.210000
4060.000000	0.217000
4070.000000	0.223000
4080.000000	0.228000
4090.000000	0.235000
4100.000000	0.242000
4110.000000	0.248000
4120.000000	0.254000
4130.000000	0.261000
4140.000000	0.268000
4150.000000	0.276000
4160.000000	0.284000
4170.000000	0.291000
4180.000000	0.298000
4190.000000	0.305000
4200.000000	0.312000
4210.000000	0.318000
4220.000000	0.324000
4230.000000	0.331000
4240.000000	0.338000
4250.000000	0.344000
4260.000000	0.351000
4270.000000	0.356000
4280.000000	0.362000
4290.000000	0.368000
4300.000000	0.374000
4310.000000	0.380000
4320.000000	0.386000
4330.000000	0.392000
4340.000000	0.398000
4350.000000	0.403000
4360.000000	0.409000
4370.000000	0.415000
4380.000000	0.420000
4390.000000	0.425000
4400.000000	0.430000
4410.000000	0.436000
4420.000000	0.442000
4430.000000	0.447000
4440.000000	0.451000
4450.000000	0.455000
4460.000000	0.460000
4470.000000	0.465000
4480.000000	0.470000
4490.000000	0.474000
4500.000000	0.478000
4510.000000	0.482000
4520.000000	0.486000
4530.000000	0.490000
4540.000000	0.493000
4550.000000	0.497000
4560.000000	0.500000
4570.000000	0.503000
4580.000000	0.506000
4590.000000	0.509000
4600.000000	0.512000
4610.000000	0.514000
4620.000000	0.517000
4630.000000	0.520000
4640.000000	0.521000
4650.000000	0.525000
4660.000000	0.528000
4670.000000	0.530000
4680.000000	0.532000
4690.000000	0.534000
4700.000000	0.537000
4710.000000	0.539000
4720.000000	0.541000
4730.000000	0.542000
4740.000000	0.543000
4750.000000	0.544000
4760.000000	0.545000
4770.000000	0.547000
4780.000000	0.548000
4790.000000	0.550000
4800.000000	0.552000
4810.000000	0.554000
4820.000000	0.555000
4830.000000	0.557000
4840.000000	0.558000
4850.000000	0.559000
4860.000000	0.561000
4870.000000	0.562000
4880.000000	0.564000
4890.000000	0.565000
4900.000000	0.567000
4910.000000	0.568000
4920.000000	0.570000
4930.000000	0.572000
4940.000000	0.574000
4950.000000	0.575000
4960.000000	0.577000
4970.000000	0.579000
4980.000000	0.581000
4990.000000	0.582000
5000.000000	0.582000
5010.000000	0.583000
5020.000000	0.584000
5030.000000	0.585000
5040.000000	0.587000
5050.000000	0.589000
5060.000000	0.591000
5070.000000	0.594000
5080.000000	0.596000
5090.000000	0.598000
5100.000000	0.601000
5110.000000	0.602000
5120.000000	0.604000
5130.000000	0.605000
5140.000000	0.607000
5150.000000	0.609000
5160.000000	0.611000
5170.000000	0.613000
5180.000000	0.615000
5190.000000	0.616000
5200.000000	0.617000
5210.000000	0.618000
5220.000000	0.620000
5230.000000	0.622000
5240.000000	0.624000
5250.000000	0.626000
5260.000000	0.627000
5270.000000	0.629000
5280.000000	0.630000
5290.000000	0.632000
5300.000000	0.634000
5310.000000	0.635000
5320.000000	0.637000
5330.000000	0.640000
5340.000000	0.643000
5350.000000	0.645000
5360.000000	0.647000
5370.000000	0.649000
5380.000000	0.651000
5390.000000	0.653000
5400.000000	0.654000
5410.000000	0.656000
5420.000000	0.659000
5430.000000	0.661000
5440.000000	0.663000
5450.000000	0.667000
5460.000000	0.670000
5470.000000	0.671000
5480.000000	0.672000
5490.000000	0.673000
5500.000000	0.675000
5510.000000	0.678000
5520.000000	0.682000
5530.000000	0.685000
5540.000000	0.688000
5550.000000	0.689000
5560.000000	0.690000
5570.000000	0.691000
5580.000000	0.691000
5590.000000	0.693000
5600.000000	0.695000
5610.000000	0.697000
5620.000000	0.699000
5630.000000	0.701000
5640.000000	0.703000
5650.000000	0.705000
5660.000000	0.707000
