3050.  7.498668E-11
3052.9  7.709958E-11
3055.8  7.746776E-11
3058.7  7.677270E-11
3061.6  7.734014E-11
3064.5  7.769595E-11
3067.4  7.909910E-11
3070.3  7.975586E-11
3073.2  8.063746E-11
3076.1  8.313679E-11
3079.  8.429205E-11
3081.9  8.169207E-11
3084.8  8.195682E-11
3087.7  8.575589E-11
3090.6  8.692073E-11
3093.5  8.534799E-11
3096.4  8.654666E-11
3099.3  8.710184E-11
3102.2  8.653279E-11
3105.1  8.615193E-11
3108.  8.568114E-11
3110.9  8.640259E-11
3113.8  8.565103E-11
3116.7  8.860027E-11
3119.6  9.020179E-11
3122.5  8.854235E-11
3125.4  8.788865E-11
3128.3  8.762688E-11
3131.2  8.733464E-11
3134.1  8.885689E-11
3137.  9.019024E-11
3139.9  9.005339E-11
3142.8  9.012278E-11
3145.7  8.959326E-11
3148.6  9.030403E-11
3151.5  8.997823E-11
3154.4  8.953827E-11
3157.3  8.992800E-11
3160.2  8.930597E-11
3163.1  9.081160E-11
3166.  9.169900E-11
3168.9  9.013523E-11
3171.8  8.947890E-11
3174.7  8.967134E-11
3177.6  8.906730E-11
3180.5  8.783316E-11
3183.4  8.714345E-11
3186.3  8.723500E-11
3189.2  8.719549E-11
3192.1  8.790424E-11
3195.  8.806475E-11
3197.9  8.809943E-11
3200.8  8.882499E-11
3203.7  8.802205E-11
3206.6  8.685846E-11
3209.5  8.633039E-11
3212.4  8.609030E-11
3215.3  8.650553E-11
3218.2  8.705854E-11
3221.1  8.684563E-11
3224.  8.643872E-11
3226.9  8.657523E-11
3229.8  8.766857E-11
3232.7  8.650151E-11
3235.6  8.525968E-11
3238.5  8.524579E-11
3241.4  8.594624E-11
3244.3  8.644733E-11
3247.2  8.710863E-11
3250.1  8.634196E-11
3253.  8.540477E-11
3255.9  8.637781E-11
3258.8  8.652888E-11
3261.7  8.569037E-11
3264.6  8.517114E-11
3267.5  8.468461E-11
3270.4  8.348622E-11
3273.3  8.288820E-11
3276.2  8.319263E-11
3279.1  8.506951E-11
3282.  8.613528E-11
3284.9  8.581506E-11
3287.8  8.571639E-11
3290.7  8.652162E-11
3293.6  8.593215E-11
3296.5  8.572391E-11
3299.4  8.487355E-11
3302.3  8.517735E-11
3305.2  8.459079E-11
3308.1  8.508380E-11
3311.  8.443572E-11
3313.9  8.425582E-11
3316.8  8.384321E-11
3319.7  8.300247E-11
3322.6  8.271268E-11
3325.5  8.299444E-11
3328.4  8.256272E-11
3331.3  8.096195E-11
3334.2  8.144740E-11
3337.1  8.142605E-11
3340.  8.140454E-11
3342.9  8.209686E-11
3345.8  8.166073E-11
3348.7  8.216791E-11
3351.6  8.149249E-11
3354.5  8.140486E-11
3357.4  8.033980E-11
3360.3  7.987191E-11
3363.2  8.045484E-11
3366.1  8.101030E-11
3369.  8.044752E-11
3371.9  8.053348E-11
3374.8  8.011858E-11
3377.7  8.059703E-11
3380.6  8.083514E-11
3383.5  8.085284E-11
3386.4  7.967722E-11
3389.3  7.926915E-11
3392.2  8.008667E-11
3395.1  8.014898E-11
3398.  7.975479E-11
3400.9  7.959393E-11
3403.8  7.963369E-11
3406.7  8.094303E-11
3409.6  8.055592E-11
3412.5  7.935759E-11
3415.4  7.989273E-11
3418.3  8.002958E-11
3421.2  8.024910E-11
3424.1  7.938033E-11
3427.  7.888622E-11
3429.9  7.825472E-11
3432.8  7.773707E-11
3435.7  7.755800E-11
3438.6  7.804489E-11
3441.5  7.853853E-11
3444.4  7.830581E-11
3447.3  7.794289E-11
3450.2  7.768641E-11
3453.1  7.696856E-11
3456.  7.670399E-11
3458.9  7.692923E-11
3461.8  7.671382E-11
3464.7  7.743637E-11
3467.6  7.686426E-11
3470.5  7.683112E-11
3473.4  7.700385E-11
3476.3  7.676919E-11
3479.2  7.641786E-11
3482.1  7.631391E-11
3485.  7.636966E-11
3487.9  7.697501E-11
3490.8  7.673478E-11
3493.7  7.681458E-11
3496.6  7.735702E-11
3499.5  7.746621E-11
3502.4  7.761156E-11
3505.3  7.810669E-11
3508.2  7.801480E-11
3511.1  7.727251E-11
3514.  7.748013E-11
3516.9  7.789824E-11
3519.8  7.821693E-11
3522.7  7.807426E-11
3525.6  7.745980E-11
3528.5  7.700247E-11
3531.4  7.713938E-11
3534.3  7.714054E-11
3537.2  7.660315E-11
3540.1  7.713252E-11
3543.  7.773170E-11
3545.9  7.800140E-11
3548.8  7.837592E-11
3551.7  7.886362E-11
3554.6  7.867802E-11
