429.75  15.093  0.014
429.75  15.091  0.007
430.79  15.078  0.007
431.81  15.078  0.007
432.80  15.086  0.007
436.79  15.223  0.004
444.82  15.742  0.008
445.82  15.815  0.008
446.83  15.862  0.007
452.77  16.195  0.009
453.71  16.264  0.009
454.75  16.341  0.009
455.80  16.459  0.011
456.80  16.522  0.009
457.77  16.617  0.011
458.75  16.675  0.011
459.78  16.754  0.010
460.72  16.832  0.010
461.69  16.908  0.011
464.81  17.074  0.011
465.81  17.116  0.010
466.82  17.152  0.010
467.79  17.172  0.010
468.76  17.216  0.009
473.70  17.374  0.009
474.83  17.426  0.011
475.71  17.467  0.010
476.81  17.480  0.011
477.84  17.520  0.011
478.79  17.555  0.012
479.75  17.579  0.014
480.76  17.599  0.014
483.73  17.614  0.037
490.74  17.862  0.013
491.74  17.895  0.014
512.78  18.383  0.033
