776.85  13.285  0.007
777.85  13.177  0.008
777.88  13.188  0.009
779.88  13.047  0.009
782.85  12.988  0.007
784.85  13.074  0.006
784.85  13.046  0.006
786.85  13.161  0.004
786.86  13.161  0.005
787.85  13.168  0.006
787.85  13.180  0.006
788.84  13.224  0.006
788.84  13.209  0.007
789.82  13.222  0.012
796.83  13.387  0.010
797.82  13.387  0.012
800.84  13.260  0.011
803.81  13.154  0.013
807.77  13.005  0.007
808.82  12.975  0.008
810.78  12.933  0.009
813.76  12.963  0.009
817.84  13.134  0.009
820.75  13.392  0.012
826.78  13.688  0.009
829.75  13.820  0.011
830.75  13.858  0.013
833.77  14.012  0.006
833.77  14.045  0.006
835.68  14.116  0.006
835.68  14.094  0.010
839.69  14.206  0.014
843.72  14.451  0.007
843.73  14.491  0.008
845.70  14.552  0.007
845.71  14.564  0.007
846.70  14.577  0.007
846.70  14.570  0.007
848.72  14.660  0.020
851.68  14.745  0.022
859.65  14.991  0.042
868.63  15.535  0.027
