828.91  14.751  0.004
829.89  14.653  0.005
830.90  14.566  0.004
831.91  14.503  0.004
832.92  14.468  0.004
833.91  14.454  0.005
835.92  14.513  0.006
838.89  14.679  0.004
841.91  14.964  0.005
845.87  15.455  0.005
846.87  15.595  0.006
850.86  16.119  0.007
853.91  16.466  0.007
858.87  16.984  0.028
861.88  17.196  0.009
862.85  17.260  0.009
866.83  17.449  0.013
867.84  17.493  0.015
870.86  17.560  0.018
871.84  17.593  0.016
872.84  17.632  0.014
886.81  17.919  0.006
891.79  17.977  0.014
892.80  17.992  0.007
893.81  18.018  0.007
