256.66  18.332  0.014
257.66  18.134  0.011
258.65  18.020  0.013
259.63  17.940  0.013
260.64  17.844  0.013
260.67  17.841  0.011
261.60  17.775  0.012
262.59  17.785  0.022
263.61  17.765  0.013
264.61  17.790  0.012
265.66  17.854  0.012
266.63  17.912  0.013
267.62  18.025  0.016
268.64  18.123  0.013
271.60  18.467  0.027
272.65  18.449  0.029
273.69  18.645  0.040
274.64  18.829  0.050
275.68  18.834  0.081
276.65  19.055  0.104
277.60  19.154  0.092
278.61  19.334  0.063
279.62  19.433  0.057
280.61  19.729  0.052
281.61  19.800  0.036
282.59  19.970  0.044
287.62  20.435  0.066
289.63  20.556  0.051
290.62  20.705  0.088
291.60  20.712  0.060
292.60  20.765  0.087
294.61  20.921  0.084
295.64  20.903  0.065
298.57  21.144  0.104
300.61  20.998  0.185
302.61  21.247  0.423
308.62  21.172  0.366
310.61  21.361  0.142
311.62  21.325  0.171
312.59  21.402  0.170
321.60  21.493  0.166
