695.85  16.963  0.009
702.84  15.765  0.006
703.85  15.723  0.006
707.84  15.688  0.006
712.84  15.869  0.006
716.85  16.167  0.007
720.83  16.422  0.010
721.85  16.469  0.009
728.84  16.951  0.009
730.84  17.123  0.013
736.82  17.564  0.024
738.85  17.659  0.011
740.85  17.738  0.012
741.82  17.783  0.012
745.78  17.908  0.012
748.77  17.979  0.015
751.79  18.120  0.024
752.78  18.068  0.025
761.78  18.399  0.014
762.79  18.410  0.012
763.79  18.433  0.019
764.80  18.442  0.014
765.78  18.487  0.015
771.76  18.651  0.015
772.85  18.690  0.016
774.75  18.763  0.016
775.62  18.761  0.019
778.74  18.808  0.034
783.70  18.982  0.031
784.74  18.983  0.020
795.73  19.275  0.019
798.74  19.356  0.024
804.73  19.553  0.034
805.66  19.514  0.045
818.65  19.813  0.026
819.68  19.846  0.026
823.64  19.884  0.031
831.62  20.034  0.043
838.64  19.979  0.118
840.61  20.114  0.081
846.62  20.278  0.040
858.55  20.520  0.057
861.50  20.509  0.091
