689.68  16.222  0.009
690.76  15.742  0.008
694.75  14.735  0.006
695.72  14.591  0.009
698.72  14.280  0.005
699.72  14.223  0.006
702.71  14.215  0.008
703.76  14.264  0.007
706.71  14.519  0.008
707.82  14.659  0.009
712.72  15.156  0.008
713.69  15.250  0.007
716.65  15.488  0.006
720.69  15.778  0.010
721.66  15.842  0.010
725.73  16.071  0.008
730.71  16.300  0.009
736.68  16.510  0.009
737.68  16.543  0.009
741.66  16.693  0.008
746.68  16.847  0.010
750.60  16.958  0.010
755.64  17.100  0.009
761.70  17.298  0.010
763.59  17.356  0.013
764.61  17.396  0.012
765.59  17.430  0.015
767.54  17.474  0.009
771.58  17.587  0.012
773.57  17.646  0.015
775.43  17.705  0.015
778.56  17.790  0.018
784.54  17.951  0.015
786.55  18.056  0.016
798.55  18.350  0.020
804.56  18.489  0.025
809.55  18.637  0.049
819.49  18.961  0.028
967.88  21.928  0.074
