266.50  17.414  0.016
267.49  17.006  0.016
268.49  16.651  0.016
271.55  15.931  0.016
272.56  15.785  0.017
273.51  15.663  0.017
274.52  15.577  0.016
275.52  15.525  0.018
277.48  15.418  0.016
278.49  15.377  0.017
279.50  15.364  0.016
280.49  15.406  0.016
281.49  15.425  0.016
282.49  15.423  0.016
287.56  15.765  0.016
288.55  15.840  0.016
289.58  15.948  0.016
290.55  16.039  0.016
291.53  16.146  0.016
292.54  16.253  0.016
294.49  16.480  0.016
295.48  16.577  0.017
298.53  16.877  0.016
300.49  17.052  0.017
301.49  17.138  0.017
302.49  17.243  0.017
303.50  17.299  0.017
304.53  17.386  0.017
305.52  17.468  0.017
307.54  17.562  0.017
308.50  17.668  0.016
309.49  17.723  0.017
310.50  17.769  0.016
311.50  17.815  0.017
312.50  17.879  0.016
321.53  18.159  0.016
329.53  18.249  0.019
341.54  18.536  0.027
