376.64  17.392  0.010
377.60  17.309  0.010
380.60  17.259  0.011
381.60  17.227  0.011
383.64  17.237  0.009
385.59  17.281  0.009
386.60  17.352  0.012
387.63  17.399  0.013
389.53  17.499  0.015
390.53  17.545  0.017
391.60  17.637  0.018
396.55  17.915  0.016
397.55  17.981  0.016
398.59  17.997  0.019
399.58  18.047  0.014
400.58  18.094  0.017
404.60  18.264  0.016
406.60  18.448  0.020
407.57  18.519  0.020
408.58  18.615  0.020
409.57  18.692  0.022
410.56  18.748  0.018
411.58  18.815  0.033
412.57  18.894  0.026
414.56  18.992  0.026
415.56  18.931  0.023
416.56  19.105  0.030
418.54  19.176  0.059
420.58  19.291  0.070
429.53  19.501  0.029
432.50  19.515  0.084
