376.67  16.977  0.009
377.62  16.929  0.008
380.59  16.839  0.010
381.58  16.845  0.009
383.63  16.881  0.009
385.58  16.929  0.007
386.59  16.992  0.013
387.61  17.073  0.009
389.56  17.211  0.013
390.56  17.293  0.010
391.62  17.328  0.010
396.54  17.442  0.011
397.54  17.444  0.009
398.58  17.435  0.012
399.57  17.444  0.009
400.61  17.437  0.010
404.62  17.567  0.009
406.59  17.693  0.010
407.56  17.768  0.016
408.57  17.846  0.012
409.56  17.951  0.010
410.55  18.019  0.015
411.57  18.074  0.013
412.56  18.169  0.013
413.56  18.244  0.025
414.57  18.267  0.015
415.57  18.276  0.015
416.57  18.368  0.015
418.57  18.453  0.012
420.56  18.505  0.018
421.54  18.603  0.056
425.55  18.687  0.028
427.55  18.859  0.045
429.55  18.837  0.017
432.52  18.928  0.016
