266.54  17.296  0.016
267.53  16.917  0.016
268.53  16.615  0.016
269.54  16.335  0.017
270.54  16.118  0.016
271.52  15.940  0.016
272.53  15.784  0.016
273.52  15.671  0.017
274.49  15.579  0.016
275.49  15.504  0.017
276.56  15.450  0.017
277.52  15.402  0.016
278.52  15.373  0.016
279.53  15.363  0.016
280.52  15.358  0.016
281.52  15.362  0.016
285.55  15.462  0.019
287.57  15.554  0.017
288.57  15.618  0.017
289.56  15.679  0.016
290.58  15.755  0.016
291.56  15.832  0.016
292.56  15.908  0.016
294.51  16.044  0.017
295.51  16.123  0.016
298.51  16.314  0.016
300.53  16.444  0.016
301.52  16.503  0.017
302.52  16.562  0.016
303.52  16.628  0.016
304.50  16.780  0.034
305.49  16.774  0.017
307.56  16.932  0.017
308.53  17.006  0.016
309.52  17.073  0.016
310.53  17.144  0.016
311.53  17.198  0.016
329.52  17.803  0.016
341.52  18.065  0.025
