689.70  16.168  0.009
690.78  15.754  0.008
694.77  14.823  0.007
695.72  14.697  0.007
698.72  14.410  0.006
699.72  14.357  0.008
702.71  14.340  0.009
703.78  14.346  0.006
706.73  14.433  0.010
707.84  14.479  0.005
712.71  14.716  0.006
713.68  14.790  0.007
716.68  14.995  0.006
720.68  15.345  0.008
721.65  15.439  0.007
725.72  15.739  0.006
730.73  16.026  0.009
736.67  16.315  0.008
737.67  16.363  0.010
741.65  16.542  0.008
746.67  16.746  0.011
750.63  16.905  0.009
755.64  17.093  0.009
761.69  17.309  0.011
763.58  17.354  0.013
764.60  17.394  0.012
765.58  17.417  0.015
767.56  17.467  0.010
771.57  17.585  0.014
773.58  17.652  0.016
775.42  17.694  0.013
778.58  17.766  0.017
784.56  17.956  0.015
786.57  17.984  0.018
798.54  18.269  0.019
804.58  18.390  0.027
809.54  18.504  0.029
819.52  18.688  0.027
967.88  21.587  0.053
