432.60  14.288  0.007
436.62  14.310  0.003
438.59  14.361  0.008
444.64  14.806  0.009
445.64  14.859  0.011
446.63  14.919  0.007
451.56  14.774  0.019
452.57  14.774  0.012
453.56  14.721  0.009
454.58  14.709  0.008
455.65  14.689  0.007
456.56  14.682  0.006
458.55  14.743  0.006
459.67  14.829  0.006
460.51  14.917  0.008
464.53  15.284  0.008
465.53  15.369  0.008
466.52  15.438  0.008
467.63  15.494  0.006
468.53  15.572  0.007
472.49  15.766  0.007
473.49  15.820  0.007
474.50  15.870  0.008
475.49  15.920  0.008
476.49  15.971  0.014
477.49  16.013  0.013
478.48  16.041  0.015
479.47  16.108  0.028
480.48  16.141  0.009
481.47  16.165  0.010
482.50  16.223  0.016
483.51  16.260  0.012
489.49  16.509  0.010
490.46  16.551  0.010
491.47  16.595  0.023
512.46  17.340  0.018
