650.79  16.632  0.008
655.78  16.598  0.009
658.71  16.665  0.010
659.70  16.691  0.009
662.76  16.801  0.009
663.74  16.868  0.009
665.72  16.997  0.008
666.77  17.073  0.007
669.74  17.330  0.008
671.78  17.520  0.011
673.78  17.735  0.011
675.75  17.938  0.013
682.78  18.557  0.039
683.73  18.618  0.017
687.75  18.826  0.025
694.72  19.275  0.030
698.69  19.411  0.023
699.71  19.438  0.029
707.75  19.648  0.031
712.70  19.666  0.031
721.64  19.716  0.070
726.69  19.776  0.057
730.69  19.987  0.031
737.66  20.095  0.043
741.63  20.105  0.054
746.66  20.102  0.076
751.66  20.109  0.096
