828.90  14.775  0.003
828.91  14.770  0.003
829.89  14.666  0.003
830.90  14.582  0.003
831.91  14.523  0.004
832.91  14.487  0.003
833.91  14.466  0.003
835.92  14.476  0.005
838.88  14.550  0.004
841.91  14.705  0.005
845.87  14.985  0.004
846.87  15.048  0.005
850.86  15.327  0.005
853.91  15.527  0.006
858.86  15.922  0.008
861.87  16.157  0.005
862.85  16.244  0.007
866.84  16.459  0.009
867.84  16.507  0.009
870.86  16.616  0.009
871.84  16.662  0.008
872.83  16.697  0.009
886.81  17.119  0.005
891.79  17.263  0.008
892.80  17.291  0.005
893.81  17.325  0.004
