695.86  16.906  0.009
702.82  15.706  0.006
703.86  15.669  0.006
706.84  15.628  0.005
707.86  15.663  0.006
712.83  15.892  0.005
713.85  15.975  0.006
716.85  16.235  0.006
720.82  16.618  0.009
721.83  16.721  0.008
728.85  17.524  0.009
730.86  17.696  0.012
736.81  18.084  0.011
738.85  18.179  0.012
740.85  18.246  0.012
741.81  18.288  0.011
745.76  18.378  0.014
748.76  18.473  0.022
751.81  18.532  0.030
752.80  18.615  0.035
754.74  18.571  0.020
761.76  18.735  0.012
762.77  18.752  0.013
763.77  18.762  0.014
764.78  18.796  0.013
765.76  18.804  0.012
771.74  18.920  0.012
772.83  18.941  0.013
774.73  18.968  0.015
775.60  18.997  0.019
778.76  19.043  0.034
783.68  19.178  0.032
784.76  19.161  0.020
790.70  19.288  0.013
795.73  19.361  0.015
798.73  19.414  0.014
804.75  19.496  0.026
805.67  19.543  0.046
818.67  19.793  0.022
819.69  19.824  0.018
823.63  19.860  0.019
831.61  20.011  0.032
838.63  19.963  0.094
840.59  20.038  0.059
846.64  20.245  0.027
858.54  20.434  0.034
861.49  20.432  0.072
