815.63  16.686  0.008
818.70  15.870  0.007
819.73  15.681  0.007
823.66  15.267  0.006
824.66  15.204  0.005
828.53  15.151  0.003
831.63  15.223  0.009
832.65  15.263  0.004
834.74  15.371  0.006
835.59  15.414  0.006
838.66  15.612  0.007
840.62  15.749  0.006
841.70  15.835  0.006
845.58  16.170  0.006
850.61  16.593  0.007
858.56  17.210  0.006
861.56  17.389  0.008
866.55  17.614  0.011
867.61  17.677  0.012
870.56  17.740  0.010
871.53  17.777  0.008
872.53  17.790  0.010
890.55  18.164  0.011
891.49  18.149  0.011
892.51  18.177  0.006
898.51  18.295  0.006
