352.86  17.231  0.009
353.83  17.156  0.007
356.83  17.058  0.007
357.77  17.050  0.007
361.77  17.112  0.008
362.79  17.178  0.009
363.80  17.245  0.010
365.75  17.359  0.012
372.75  17.666  0.009
373.78  17.705  0.009
376.82  17.854  0.010
377.73  17.876  0.011
380.76  18.219  0.023
383.76  18.483  0.021
384.71  18.579  0.025
385.75  18.612  0.013
386.73  18.681  0.014
387.74  18.731  0.017
388.76  18.755  0.017
389.73  18.799  0.019
390.69  18.832  0.026
391.65  18.931  0.030
392.70  18.928  0.033
393.74  18.903  0.062
394.73  19.043  0.056
398.68  19.187  0.027
400.67  19.249  0.015
403.69  19.368  0.011
406.67  19.491  0.013
407.69  19.474  0.014
408.68  19.548  0.014
409.67  19.579  0.012
410.69  19.643  0.013
411.67  19.683  0.017
412.67  19.715  0.020
415.70  19.808  0.014
416.72  19.851  0.017
417.68  19.881  0.016
418.68  19.936  0.019
419.74  19.981  0.019
420.64  19.929  0.096
425.62  20.091  0.065
426.62  20.229  0.060
427.62  20.231  0.045
429.62  20.186  0.072
432.72  20.302  0.036
444.58  20.675  0.032
445.59  20.755  0.033
446.58  20.812  0.045
455.56  21.067  0.143
461.57  21.356  0.063
