266.51  17.213  0.016
267.50  16.840  0.016
268.50  16.530  0.016
271.56  15.862  0.016
272.57  15.727  0.016
273.56  15.612  0.016
274.52  15.532  0.016
275.54  15.476  0.017
276.57  15.423  0.016
277.49  15.407  0.016
278.50  15.381  0.016
279.50  15.361  0.016
280.49  15.353  0.016
281.49  15.356  0.016
282.50  15.359  0.016
287.55  15.595  0.016
288.55  15.658  0.016
289.59  15.730  0.016
290.56  15.782  0.016
291.54  15.829  0.016
292.54  15.866  0.016
294.50  15.928  0.017
295.49  15.959  0.016
298.54  16.047  0.016
300.49  16.126  0.017
301.50  16.172  0.016
302.50  16.219  0.016
303.50  16.283  0.016
304.54  16.336  0.017
305.52  16.404  0.016
307.54  16.565  0.016
308.51  16.646  0.016
309.50  16.724  0.016
310.51  16.795  0.016
311.50  16.864  0.016
312.50  16.924  0.016
321.54  17.327  0.016
329.53  17.594  0.016
341.54  17.991  0.016
