691.77  15.061  0.025
691.77  15.042  0.060
692.77  14.860  0.012
692.78  14.855  0.015
693.75  14.704  0.016
693.75  14.661  0.016
696.76  14.261  0.020
696.76  14.262  0.016
697.69  14.170  0.009
697.69  14.143  0.008
700.74  14.031  0.015
700.75  14.029  0.016
701.73  14.049  0.018
701.73  14.090  0.019
704.72  14.105  0.021
704.73  14.050  0.022
705.73  14.135  0.025
705.73  14.108  0.023
709.72  14.123  0.015
709.72  14.115  0.013
710.73  14.123  0.023
710.74  14.108  0.017
714.65  14.201  0.021
714.65  14.202  0.019
715.66  14.212  0.014
715.66  14.233  0.012
717.65  14.275  0.015
717.65  14.281  0.014
718.70  14.314  0.015
718.70  14.314  0.016
721.63  14.483  0.006
721.64  14.511  0.006
724.61  14.748  0.017
724.61  14.737  0.019
724.72  14.672  0.005
727.71  14.929  0.016
731.67  15.204  0.018
731.67  15.146  0.023
743.65  15.838  0.006
750.64  16.192  0.006
750.64  16.192  0.008
753.59  16.265  0.013
755.61  16.314  0.014
756.64  16.471  0.009
756.64  16.470  0.009
757.61  16.417  0.016
773.59  17.118  0.014
773.59  17.121  0.014
776.57  17.141  0.036
776.58  17.223  0.039
784.51  17.449  0.020
784.52  17.447  0.016
784.56  17.353  0.025
786.52  17.521  0.013
786.52  17.536  0.015
789.51  17.538  0.028
789.52  17.535  0.039
