751.83  14.703  0.006
752.86  14.551  0.005
754.77  14.344  0.006
760.80  14.201  0.006
761.81  14.224  0.005
762.81  14.257  0.006
763.81  14.307  0.006
764.85  14.369  0.006
765.84  14.424  0.006
767.85  14.571  0.004
772.82  14.942  0.004
773.73  15.011  0.004
774.84  15.089  0.006
778.88  15.375  0.007
781.75  15.555  0.017
783.75  15.693  0.010
785.83  15.865  0.007
786.89  15.947  0.006
788.87  16.100  0.008
790.83  16.192  0.008
795.85  16.416  0.007
798.82  16.509  0.008
799.83  16.552  0.007
802.81  16.653  0.009
804.85  16.701  0.008
805.80  16.734  0.008
809.76  16.838  0.014
815.75  17.002  0.009
818.81  17.103  0.009
819.80  17.130  0.009
824.79  17.280  0.007
828.84  17.389  0.004
831.75  17.467  0.009
835.74  17.564  0.010
840.70  17.662  0.014
845.68  17.804  0.009
850.70  17.936  0.012
858.64  18.145  0.015
861.63  18.228  0.010
862.70  18.249  0.012
870.66  18.398  0.018
