429.75  15.088  0.006
430.79  15.084  0.006
431.82  15.098  0.006
432.80  15.131  0.007
436.80  15.351  0.004
444.82  16.158  0.010
445.82  16.287  0.008
446.83  16.403  0.006
452.77  17.093  0.010
453.72  17.190  0.009
454.76  17.315  0.015
455.80  17.398  0.019
456.80  17.482  0.014
457.77  17.548  0.015
458.76  17.669  0.014
459.79  17.731  0.014
460.72  17.798  0.014
461.69  17.844  0.014
464.81  18.003  0.014
465.81  18.046  0.009
466.82  18.062  0.009
467.80  18.105  0.008
468.76  18.129  0.009
473.71  18.252  0.008
474.83  18.283  0.009
475.72  18.295  0.009
476.81  18.320  0.009
477.84  18.346  0.009
478.79  18.363  0.009
479.76  18.392  0.012
480.77  18.389  0.011
483.74  18.461  0.025
490.74  18.564  0.012
491.75  18.584  0.011
512.77  18.807  0.045
