738.70  16.376  0.007
740.76  16.330  0.010
741.70  16.310  0.007
745.65  16.368  0.009
748.70  16.513  0.007
751.71  16.735  0.008
754.68  16.941  0.008
755.66  16.987  0.008
760.63  17.089  0.008
762.65  17.119  0.009
763.61  17.135  0.010
764.66  17.154  0.009
765.61  17.173  0.014
767.64  17.225  0.007
771.59  17.437  0.008
772.63  17.521  0.012
774.62  17.659  0.011
781.62  17.992  0.014
784.62  18.121  0.013
785.63  18.168  0.012
786.61  18.179  0.013
788.60  18.277  0.012
795.61  18.453  0.012
798.62  18.607  0.016
805.55  18.781  0.017
818.54  19.104  0.018
834.55  19.527  0.032
