gDEC DECam_g.dat AB Sloan g on DECam on 4m Blanco Telescope
rDEC DECam_r.dat AB Sloan g on DECam on 4m Blanco Telescope
iDEC DECam_i.dat AB Sloan g on DECam on 4m Blanco Telescope
zDEC DECam_z.dat AB Sloan g on DECam on 4m Blanco Telescope
YDEC DECam_Y.dat AB NIR Y on DECam on 4m Blanco Telescope
