3050.  2.917295E-12
3052.9  2.967459E-12
3055.8  2.929405E-12
3058.7  2.950000E-12
3061.6  2.971858E-12
3064.5  2.876185E-12
3067.4  2.889970E-12
3070.3  2.807314E-12
3073.2  2.833787E-12
3076.1  2.834718E-12
3079.  2.867706E-12
3081.9  2.856402E-12
3084.8  2.765467E-12
3087.7  2.734068E-12
3090.6  2.684720E-12
3093.5  2.674667E-12
3096.4  2.630200E-12
3099.3  2.629272E-12
3102.2  2.735067E-12
3105.1  2.731188E-12
3108.  2.698625E-12
3110.9  2.606581E-12
3113.8  2.584278E-12
3116.7  2.600214E-12
3119.6  2.598738E-12
3122.5  2.595625E-12
3125.4  2.637751E-12
3128.3  2.640158E-12
3131.2  2.612537E-12
3134.1  2.549660E-12
3137.  2.537521E-12
3139.9  2.533696E-12
3142.8  2.520250E-12
3145.7  2.577754E-12
3148.6  2.576072E-12
3151.5  2.583272E-12
3154.4  2.547524E-12
3157.3  2.478186E-12
3160.2  2.484301E-12
3163.1  2.480630E-12
3166.  2.468395E-12
3168.9  2.465038E-12
3171.8  2.469466E-12
3174.7  2.471968E-12
3177.6  2.440538E-12
3180.5  2.403433E-12
3183.4  2.368405E-12
3186.3  2.365249E-12
3189.2  2.394994E-12
3192.1  2.397836E-12
3195.  2.405469E-12
3197.9  2.411814E-12
3200.8  2.392360E-12
3203.7  2.369852E-12
3206.6  2.371173E-12
3209.5  2.377346E-12
3212.4  2.386232E-12
3215.3  2.377697E-12
3218.2  2.386790E-12
3221.1  2.379074E-12
3224.  2.368859E-12
3226.9  2.386848E-12
3229.8  2.376013E-12
3232.7  2.370000E-12
3235.6  2.364779E-12
3238.5  2.352736E-12
3241.4  2.348662E-12
3244.3  2.362235E-12
3247.2  2.373584E-12
3250.1  2.362399E-12
3253.  2.337785E-12
3255.9  2.332360E-12
3258.8  2.327992E-12
3261.7  2.320879E-12
3264.6  2.308771E-12
3267.5  2.324401E-12
3270.4  2.339457E-12
3273.3  2.298648E-12
3276.2  2.291282E-12
3279.1  2.291828E-12
3282.  2.277178E-12
3284.9  2.269800E-12
3287.8  2.285394E-12
3290.7  2.290550E-12
3293.6  2.295465E-12
3296.5  2.296279E-12
3299.4  2.285156E-12
3302.3  2.284524E-12
3305.2  2.292015E-12
3308.1  2.297929E-12
3311.  2.286901E-12
3313.9  2.280051E-12
3316.8  2.283166E-12
3319.7  2.279255E-12
3322.6  2.278625E-12
3325.5  2.290733E-12
3328.4  2.283801E-12
3331.3  2.260795E-12
3334.2  2.243327E-12
3337.1  2.241749E-12
3340.  2.222764E-12
3342.9  2.228707E-12
3345.8  2.252298E-12
3348.7  2.240404E-12
3351.6  2.216031E-12
3354.5  2.226128E-12
3357.4  2.236777E-12
3360.3  2.219219E-12
3363.2  2.231235E-12
3366.1  2.244242E-12
3369.  2.228570E-12
3371.9  2.217474E-12
3374.8  2.210765E-12
3377.7  2.200823E-12
3380.6  2.200098E-12
3383.5  2.207794E-12
3386.4  2.215489E-12
3389.3  2.202042E-12
3392.2  2.214341E-12
3395.1  2.231942E-12
3398.  2.205095E-12
3400.9  2.198324E-12
3403.8  2.197763E-12
3406.7  2.185940E-12
3409.6  2.190018E-12
3412.5  2.178707E-12
3415.4  2.170403E-12
3418.3  2.191934E-12
3421.2  2.200825E-12
3424.1  2.187424E-12
3427.  2.182336E-12
3429.9  2.179481E-12
3432.8  2.160058E-12
3435.7  2.151326E-12
3438.6  2.158288E-12
3441.5  2.152469E-12
3444.4  2.135633E-12
3447.3  2.121810E-12
3450.2  2.144418E-12
3453.1  2.146450E-12
3456.  2.141422E-12
3458.9  2.133597E-12
3461.8  2.141347E-12
3464.7  2.154240E-12
3467.6  2.152350E-12
3470.5  2.140840E-12
3473.4  2.140600E-12
3476.3  2.137390E-12
3479.2  2.135357E-12
3482.1  2.133955E-12
3485.  2.128155E-12
3487.9  2.132700E-12
3490.8  2.129210E-12
3493.7  2.127328E-12
3496.6  2.131543E-12
3499.5  2.131925E-12
3502.4  2.138243E-12
3505.3  2.148607E-12
3508.2  2.145956E-12
3511.1  2.128807E-12
3514.  2.129811E-12
3516.9  2.140489E-12
3519.8  2.151322E-12
3522.7  2.133447E-12
3525.6  2.106692E-12
3528.5  2.103628E-12
3531.4  2.103355E-12
3534.3  2.112922E-12
3537.2  2.111563E-12
3540.1  2.113949E-12
3543.  2.125756E-12
3545.9  2.122818E-12
3548.8  2.127407E-12
